Fecha,Dominio,PorcentajeTexto,IP,CorreoConTLS,ArchivosAdjuntosPeligrosos,OfertasIrreales,UrlsIndexados,ImagenesCodigoOculto,HeaderRemitenteFalso,ContenidoSensible,Etiqueta
2023-05-19,securepay.net,0.31,226.254.26.184,False,True,False,https://wmdrn.freemoney.biz,False,True,False,1
2023-11-25,ofertas123.com,0.44,121.46.160.46,False,True,False,http://roirm.discountzone.org,False,True,False,1
2023-12-15,hotmail.com,0.83,240.71.146.105,True,False,False,https://jajye.freegift.io,False,False,False,0
2023-11-22,aol.com,0.2,217.152.98.241,False,True,False,http://dorgx.fakeprize.xyz,True,True,False,1
2023-05-13,icloud.com,0.94,92.136.170.43,True,False,False,http://vtdod.bank.com,False,False,False,0
2023-06-10,freemail.xyz,0.38,25.206.32.67,True,False,False,https://loxvo.fakeprize.xyz,True,False,True,1
2023-04-25,exit0.com,0.73,175.175.102.99,True,False,True,http://ivdpz.secure.org,False,False,True,0
2023-02-19,noticiaslive.co,0.23,178.42.5.151,True,False,True,http://bweih.couponfast.info,False,False,False,1
2023-08-18,yahoo.com,0.84,151.86.148.215,True,False,True,http://frzze.com,True,True,True,1
2023-10-29,outlook.com,0.43,190.66.199.130,True,False,False,https://eaysr.investcrypto.pro,False,False,True,0
2023-05-05,hotmail.com,0.33,251.61.176.3,False,True,False,http://tnmoy.com,True,False,False,0
2023-03-11,protonmail.com,0.85,88.166.243.143,True,False,False,http://ezurp.secure.org,True,False,False,0
2023-10-09,securepay.net,0.47,87.200.12.247,True,False,False,http://ifeez.oferta.com,False,False,False,0
2023-04-21,yahoo.com,0.91,228.28.116.15,False,True,True,http://pakwu.com,True,False,False,0
2023-08-07,trabajo-rápido.org,0.68,69.81.73.83,False,True,True,http://oxuuu.clickhere.biz,True,False,True,1
2023-10-11,hotmail.com,0.94,0.213.106.32,True,False,True,http://thljc.com,True,True,False,1
2023-08-16,protonmail.com,0.76,136.158.46.113,True,False,True,https://ewcbc.secure.org,False,False,False,0
2023-07-31,mail.com,0.13,254.234.96.124,False,False,True,https://tpsud.bank.com,False,True,False,1
2023-04-28,exit0.com,0.73,241.140.32.150,False,True,True,http://iugvf.com,True,True,True,1
2023-05-17,icloud.com,0.36,14.247.184.155,False,True,True,https://zvggz.lottery.win,True,True,False,1
2023-08-23,empresa.org,0.75,82.180.144.202,True,False,True,http://veapi.com,False,False,True,0
2023-03-01,noticiaslive.co,0.58,195.63.160.132,True,False,False,http://oxeqz.promo.net,False,False,False,0
2023-11-02,zoho.com,0.68,222.219.198.241,False,True,True,http://ijawq.oferta.com,True,True,True,1
2023-06-04,zoho.com,0.58,86.218.103.220,False,True,False,http://mckxx.getprize.store,False,True,False,1
2023-11-06,empresa.org,0.11,209.199.214.45,True,False,True,http://awgfc.lottery.win,True,False,False,1
2023-05-18,tutanota.com,0.51,235.125.117.127,False,False,False,http://nyjyo.oferta.com,False,False,True,0
2023-09-02,yahoo.com,0.79,115.180.212.79,True,False,False,https://fqbia.secure.org,False,False,False,0
2023-02-13,icloud.com,0.42,202.176.151.180,True,True,False,http://eezft.fakeprize.xyz,True,True,True,1
2023-07-15,hotmail.com,0.93,2.98.217.29,True,False,False,http://llonw.oferta.com,False,False,False,0
2023-10-01,hotmail.com,0.63,62.202.31.249,True,False,False,https://sofbm.couponfast.info,False,False,False,0
2023-12-13,exito.com,0.61,91.210.102.186,False,True,False,http://sxcep.freemoney.biz,False,False,False,0
2023-05-06,mail.com,0.59,29.248.43.161,True,True,False,http://ktwdp.promo.net,False,False,False,0
2023-02-13,yahoo.com,0.74,69.205.157.206,False,True,True,http://qwuvp.com,True,True,False,0
2023-06-19,hotmail.com,0.3,124.98.81.146,False,True,True,http://kbfno.lottery.win,False,True,True,1
2023-05-15,exito.com,0.16,118.37.113.205,True,True,True,https://etzwo.freemoney.biz,False,True,True,1
2023-09-15,noticiaslive.co,0.36,157.233.131.25,True,True,True,https://tfdcm.freemoney.biz,True,False,True,1
2023-07-16,empresa.org,0.51,198.67.12.235,False,False,False,https://wuzlf.bank.com,False,False,False,0
2023-03-02,hotmail.com,0.45,79.188.81.232,False,False,False,http://xeqht.com,False,True,True,1
2023-05-28,freemail.xyz,0.92,14.236.9.30,True,False,True,http://yyynv.com,False,False,True,1
2023-01-11,freemail.xyz,0.22,94.30.67.103,False,False,False,http://wwlkb.malicious.co,False,True,False,1
2023-08-09,secure-mail.net,0.17,173.224.181.220,False,False,False,https://seyta.phishing-page.net,True,False,True,1
2023-01-07,exit0.com,0.63,73.66.191.169,True,False,False,https://xsutb.secure.org,False,False,True,0
2023-02-23,outlook.com,0.9,221.144.143.46,True,True,False,http://brejs.promo.net,False,False,False,0
2023-05-12,icloud.com,0.69,61.120.159.193,False,True,False,http://vijhp.investcrypto.pro,True,False,False,1
2023-01-01,exit0.com,0.4,68.8.118.170,True,False,False,https://uvdhd.secure.org,False,False,False,0
2023-02-28,freemail.xyz,0.58,82.205.45.93,False,True,True,http://bgoun.com,True,True,False,1
2024-01-01,zoho.com,0.82,7.136.144.137,True,False,False,http://nkikj.oferta.com,False,False,False,0
2023-02-01,outlook.com,0.85,29.76.249.221,True,False,True,https://xdrzl.secure.org,False,False,False,0
2023-06-03,empresa.org,0.4,67.45.144.110,False,True,True,http://tzlnr.com,True,True,False,1
2023-01-02,empresa.org,0.51,86.9.39.23,True,True,True,http://glysr.com,True,False,False,1
2023-01-06,exit0.com,0.5,107.31.65.222,False,False,False,http://sgjxm.com,False,False,True,0
2023-11-11,tutanota.com,0.65,69.93.88.72,False,False,False,https://vqppo.phishing-page.net,False,False,False,1
2023-05-22,tutanota.com,0.54,182.92.36.165,False,True,True,http://ypezg.couponfast.info,True,False,False,1
2023-06-26,gmail.com,0.78,234.100.146.56,False,False,True,http://upewr.com,False,False,True,0
2023-04-15,icloud.com,0.64,185.72.194.249,True,True,False,http://sotda.superdeal.shop,True,False,True,1
2023-12-07,icloud.com,0.28,136.42.174.48,False,True,False,http://qqbjs.couponfast.info,False,True,False,1
2023-05-26,aol.com,0.23,21.200.84.247,True,True,False,https://qdquo.discountzone.org,False,True,False,1
2023-05-05,hotmail.com,0.42,147.22.86.171,True,False,True,https://kaijs.bank.com,False,False,False,0
2023-07-27,zoho.com,0.41,158.225.162.14,True,False,True,https://xfkqy.discountzone.org,False,True,True,1
2023-05-15,empresa.org,0.43,104.23.128.105,True,False,True,https://hkciv.bank.com,False,False,False,0
2023-04-26,protonmail.com,0.74,20.79.242.25,True,False,False,https://rwlcj.oferta.com,False,False,False,0
2023-10-31,noticiaslive.co,0.49,229.169.134.168,False,False,True,https://zjkvb.getprize.store,True,False,True,1
2023-11-26,empresa.org,0.34,141.187.138.62,False,False,True,http://xejqn.com,True,True,True,1
2023-08-08,mail.com,0.79,243.125.42.22,True,True,False,https://cpafn.phishing-page.net,True,False,False,0
2023-04-22,yahoo.com,0.93,169.143.41.241,False,False,False,http://yfmso.secure.org,False,False,False,0
2023-06-12,secure-mail.net,0.58,124.137.0.180,True,False,False,http://yufvs.clickhere.biz,False,True,True,1
2023-01-10,ofertas123.com,0.63,107.253.250.233,False,True,False,http://purqq.superdeal.shop,True,True,True,1
2023-12-23,empresa.org,0.76,147.117.31.249,True,False,False,https://iiekc.phishing-page.net,False,False,False,0
2023-05-04,gmail.com,0.76,118.187.2.138,True,False,True,http://tekjs.com,False,False,True,1
2023-03-09,freemail.xyz,0.54,45.244.181.242,True,False,False,http://wtxru.couponfast.info,False,False,True,0
2023-06-13,hotmail.com,0.53,172.67.254.193,False,False,False,http://yfvou.com,True,True,True,1
2023-03-13,yahoo.com,0.53,39.68.226.197,True,False,False,https://zqehv.oferta.com,True,True,True,0
2023-01-22,mail.com,0.17,37.162.155.120,True,True,False,http://irpfk.clickhere.biz,True,True,False,1
2023-08-28,yahoo.com,0.13,163.213.96.214,False,False,True,https://yklge.freegift.io,False,True,False,1
2023-09-24,secure-mail.net,0.41,74.123.116.12,False,False,True,http://eqqmc.secure-login.co,True,True,False,1
2023-01-02,exit0.com,0.35,252.204.90.34,True,True,False,http://gycim.com,True,False,False,1
2023-11-29,exit0.com,0.58,225.11.43.3,False,False,True,http://gvveu.com,True,False,True,1
2023-09-12,empresa.org,0.57,81.97.88.30,True,False,True,http://bosfi.clickhere.biz,False,False,True,0
2023-09-26,outlook.com,0.45,170.6.43.138,False,True,True,http://oykit.clickhere.biz,True,True,True,1
2023-02-05,yahoo.com,0.61,210.208.29.80,False,False,False,http://vpldm.com,True,True,True,1
2023-03-15,noticiaslive.co,0.43,254.196.85.238,False,True,True,http://wckba.couponfast.info,False,True,False,1
2023-08-18,exito.com,0.57,199.77.111.132,True,False,False,http://frkhq.promo.net,False,False,False,0
2023-11-22,mail.com,0.92,247.94.202.244,True,True,False,https://naaov.secure.org,False,False,False,0
2023-09-04,tutanota.com,0.52,54.16.78.240,True,False,False,https://wunth.discountzone.org,False,True,False,0
2023-05-13,hotmail.com,0.18,146.5.128.159,False,False,False,http://qzfcn.com,False,True,True,0
2023-01-14,protonmail.com,0.9,245.161.10.7,False,False,False,http://wncii.secure.org,False,False,True,0
2023-03-11,trabajo-rápido.org,0.67,2.22.29.159,False,True,True,http://bkuva.freegift.io,True,True,True,1
2023-04-30,tutanota.com,0.11,220.251.89.6,True,False,False,http://kkibg.superdeal.shop,False,False,True,1
2023-11-24,tutanota.com,0.39,0.87.112.173,True,True,False,https://pykid.discountzone.org,True,True,False,1
2023-05-11,yahoo.com,0.66,27.31.89.222,True,True,True,http://doslg.com,False,True,False,0
2023-07-19,freemail.xyz,0.13,25.41.253.241,True,False,False,http://twjvr.com,False,False,False,1
2023-11-23,ofertas123.com,0.37,163.28.29.11,False,True,True,http://wtlsb.clickhere.biz,False,True,True,1
2023-08-01,exit0.com,0.69,108.195.20.240,False,False,True,https://ttwtm.superdeal.shop,True,True,False,1
2023-09-07,exito.com,0.17,40.14.227.216,False,True,True,https://fludy.getprize.store,False,True,True,1
2023-05-24,freemail.xyz,0.44,245.65.161.103,True,True,True,http://iskvm.com,False,True,False,1
2023-04-15,mail.com,0.78,158.240.225.210,True,False,False,https://fdzpt.discountzone.org,False,False,False,0
2023-03-04,empresa.org,0.67,113.58.64.43,True,False,True,http://qejms.superdeal.shop,False,False,False,1
2023-12-22,ofertas123.com,0.23,66.14.204.88,False,True,False,https://kgmit.lottery.win,True,True,True,1
2023-01-05,tutanota.com,0.51,149.12.197.253,True,True,False,http://zdlel.oferta.com,False,True,False,0
2023-01-04,protonmail.com,0.73,99.209.16.67,True,False,False,http://luudh.promo.net,False,False,False,0
2023-07-10,securepay.net,0.79,99.87.116.220,True,False,False,http://cxadf.bank.com,False,False,True,0
2023-08-18,hotmail.com,0.81,218.241.17.89,True,False,False,https://rrici.discountzone.org,False,False,False,0
2023-04-08,noticiaslive.co,0.52,228.76.77.140,False,True,False,https://enomf.secure-login.co,False,True,False,1
2023-07-16,outlook.com,0.4,211.28.253.23,True,False,False,https://yqfyq.promo.net,False,False,False,0
2023-09-24,yahoo.com,0.57,138.115.98.33,False,False,False,http://kfxyl.com,False,True,False,1
2023-07-10,protonmail.com,0.49,122.201.81.21,True,False,False,http://wjdjk.investcrypto.pro,False,False,False,0
2023-08-11,yahoo.com,0.66,37.31.249.123,True,True,False,http://xbcrh.secure.org,False,False,False,0
2023-07-10,freemail.xyz,0.94,189.90.152.29,True,True,True,http://miaqv.com,False,False,True,1
2023-05-14,gmail.com,0.22,115.172.240.100,True,False,True,http://czioj.com,True,True,False,1
2023-05-05,hotmail.com,0.55,197.114.53.82,False,True,True,http://tiquh.com,False,True,True,1
2023-05-31,icloud.com,0.83,60.174.241.167,True,False,False,https://ptnqg.bank.com,False,False,False,0
2023-10-23,ofertas123.com,0.63,52.165.58.116,False,True,True,https://wzlee.malicious.co,True,True,True,1
2023-03-04,aol.com,0.41,187.94.230.251,True,False,True,https://otfto.superdeal.shop,False,False,True,1
2023-08-08,yahoo.com,0.42,106.118.152.13,False,True,True,http://hohrd.freegift.io,False,False,False,1
2023-04-01,empresa.org,0.17,38.136.98.216,True,False,True,http://itpdl.com,False,True,False,0
2023-06-01,mail.com,0.62,180.37.180.108,False,True,False,https://dugzk.clickhere.biz,False,False,False,1
2023-10-20,noticiaslive.co,0.11,230.206.136.96,False,True,True,https://zzsex.fakeprize.xyz,True,True,True,1
2023-02-11,exito.com,0.1,4.249.187.119,False,True,True,http://gsxab.freemoney.biz,True,True,False,1
2023-12-16,empresa.org,0.26,215.12.42.23,False,False,False,http://kkfdq.com,True,False,True,1
2023-09-21,yahoo.com,0.15,36.61.78.47,True,False,False,http://wirln.oferta.com,True,True,True,1
2023-09-11,yahoo.com,0.43,223.86.145.175,True,False,True,http://hpkuc.com,True,True,False,1
2023-08-21,exit0.com,0.2,160.121.175.22,True,False,True,https://modqf.fakeprize.xyz,False,True,True,1
2023-01-23,icloud.com,0.7,1.109.74.34,False,True,False,https://scmzx.clickhere.biz,True,False,True,1
2023-11-01,mail.com,0.68,31.222.140.1,False,True,False,http://fnvfn.freegift.io,False,False,True,1
2023-03-20,gmail.com,0.27,11.142.83.62,True,True,False,http://gabcp.com,False,False,False,0
2023-08-20,exit0.com,0.46,220.119.12.70,True,True,True,http://yuvgj.secure-login.co,True,True,False,1
2023-03-13,yahoo.com,0.77,75.147.13.107,True,False,False,http://yxwrh.oferta.com,False,False,False,0
2023-05-29,exit0.com,0.11,146.52.24.244,False,False,False,https://oqnvk.freemoney.biz,True,False,True,1
2023-05-30,gmail.com,0.43,157.123.175.197,True,True,False,http://cocfz.com,False,False,False,1
2023-10-03,gmail.com,0.95,173.191.167.178,False,True,True,http://rcyjx.com,False,False,False,1
2023-03-22,empresa.org,0.65,106.116.167.99,True,False,True,https://ymzqn.investcrypto.pro,True,True,True,1
2023-06-14,yahoo.com,0.53,244.11.39.62,True,False,False,http://xmibr.lottery.win,False,True,False,1
2023-09-25,icloud.com,0.73,20.40.59.49,False,False,False,http://vikrv.oferta.com,False,False,True,0
2023-10-06,fakebank.co,0.41,147.71.148.174,False,True,True,https://qazav.superdeal.shop,True,True,True,1
2023-03-18,hotmail.com,0.5,160.114.3.104,True,False,False,https://fxuix.oferta.com,False,False,False,0
2023-05-22,empresa.org,0.78,192.109.136.110,True,True,True,http://ggmaa.com,True,True,False,1
2023-01-08,empresa.org,0.6,198.154.24.44,False,False,True,http://wpvkt.com,False,True,False,1
2023-10-22,aol.com,0.5,114.94.247.136,False,False,False,https://svlcr.promo.net,False,False,False,0
2023-04-13,empresa.org,0.16,236.123.101.102,True,True,False,http://xhwdh.com,False,True,True,0
2023-02-03,tutanota.com,0.27,174.138.198.188,False,True,False,http://zaxkj.fakeprize.xyz,False,False,False,1
2023-12-15,outlook.com,0.62,198.9.32.243,True,True,True,https://ftlvh.clickhere.biz,False,True,False,1
2023-08-03,empresa.org,0.66,84.171.231.65,True,True,True,http://bpick.couponfast.info,True,True,False,1
2023-03-23,protonmail.com,0.63,96.149.45.33,False,True,False,https://spptf.lottery.win,False,False,False,0
2023-08-24,outlook.com,0.88,182.140.57.47,False,False,False,http://qsucm.clickhere.biz,False,False,False,0
2023-10-17,secure-mail.net,0.69,230.73.102.191,True,False,True,http://xpjep.secure.org,False,False,True,0
2023-12-29,noticiaslive.co,0.63,161.102.231.220,True,True,True,https://alszk.discountzone.org,True,True,False,1
2023-09-04,freemail.xyz,0.29,177.155.32.95,True,True,False,http://mwysz.com,False,True,False,0
2023-11-05,yahoo.com,0.41,140.171.181.18,True,False,False,http://norcw.com,True,True,True,1
2023-09-03,yahoo.com,0.35,184.185.161.132,False,True,False,http://dqgbc.com,False,True,True,0
2023-08-09,tutanota.com,0.25,15.130.244.143,False,True,True,https://xgraw.superdeal.shop,True,True,False,1
2023-07-15,hotmail.com,0.47,157.199.224.115,False,False,False,http://pwtjq.com,True,True,False,0
2023-06-23,trabajo-rápido.org,0.12,140.57.10.30,False,False,False,http://yimac.lottery.win,False,True,False,1
2023-04-16,hotmail.com,0.85,12.169.194.52,False,True,True,http://fhesk.com,False,False,True,0
2023-04-28,gmail.com,0.83,195.113.4.127,False,False,True,http://wjqcz.com,False,True,True,0
2023-11-17,zoho.com,0.39,10.119.28.35,False,True,False,http://ixwpd.malicious.co,True,True,False,1
2023-06-20,empresa.org,0.16,43.86.159.135,False,False,False,http://htpnp.com,False,True,True,0
2023-02-23,gmail.com,0.45,213.1.250.22,False,True,False,http://dbbzp.phishing-page.net,False,True,False,1
2023-09-18,gmail.com,0.87,84.195.154.109,False,True,False,http://vhtfi.com,False,True,True,0
2023-07-17,gmail.com,0.94,85.143.3.31,True,True,False,https://vlaqs.secure.org,False,False,True,0
2023-05-20,yahoo.com,0.76,92.5.5.217,True,True,True,http://dgwrk.com,True,False,False,0
2023-07-19,zoho.com,0.74,17.136.74.84,True,False,False,http://siezq.oferta.com,False,False,False,0
2023-03-06,ofertas123.com,0.5,129.162.130.130,True,False,False,http://ribmv.oferta.com,False,False,True,0
2023-04-23,aol.com,0.18,231.207.220.249,False,True,True,http://xrqbz.phishing-page.net,True,False,False,1
2023-11-25,hotmail.com,0.74,176.61.219.13,False,True,False,https://hssop.bank.com,False,False,False,0
2023-05-23,zoho.com,0.94,178.53.244.185,False,False,False,https://gyfgo.bank.com,False,False,False,0
2023-12-17,tutanota.com,0.52,220.84.84.137,False,True,True,https://nhkhi.investcrypto.pro,False,False,False,1
2023-02-13,exit0.com,0.71,0.192.13.60,True,False,False,https://dmxbf.oferta.com,False,False,False,0
2023-10-21,gmail.com,0.36,2.51.222.82,False,True,False,http://fcswv.freemoney.biz,True,True,True,1
2023-05-01,exit0.com,0.27,91.117.84.126,True,True,True,http://idyqs.com,False,False,True,0
2023-10-25,empresa.org,0.79,233.63.175.127,True,True,True,http://pdwqf.promo.net,False,False,False,0
2023-02-27,exito.com,0.35,158.86.190.39,False,True,True,http://synrq.clickhere.biz,False,True,False,1
2023-05-14,zoho.com,0.51,172.65.251.17,True,False,True,https://xfyqf.couponfast.info,False,False,False,0
2023-02-08,zoho.com,0.78,4.182.64.81,True,True,False,http://bjaln.secure.org,True,False,False,0
2023-02-03,gmail.com,0.48,14.158.200.139,True,False,False,http://frdxk.com,False,False,False,1
2023-03-20,fakebank.co,0.62,67.86.181.122,False,True,False,https://ykmqq.clickhere.biz,True,True,False,1
2023-10-22,zoho.com,0.47,110.175.217.200,True,False,False,https://wnxrn.getprize.store,False,False,False,0
2023-02-05,fakebank.co,0.33,173.70.225.202,False,True,True,http://zmvgb.lottery.win,False,True,True,1
2023-10-18,aol.com,0.84,56.69.140.171,True,False,False,http://yttzm.secure-login.co,False,False,False,0
